Type,Title,Issuance Date,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Status
Brown Water Advisory,"Brown Water Advisory at Kalihiwai Bay, Kaua‘i",2/13/2019 12:20:27 AM,3/5/2019 10:56:39 PM,Stormwater runoff,,,Kalihiwai Bay,No,Kaua‘i,No,Kauai,"Updated: 2/22/19.

A Brown Water Advisory has been issued at Kalihiwai Bay on Kaua‘i.

Stormwater runoff has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Wailua Bay, Kaua‘i",2/11/2019 9:08:10 PM,2/15/2019 2:05:42 AM,Stormwater runoff,,,Wailua Bay,No,Kaua‘i,No,Kauai,"A Brown Water Advisory has been issued at Wailua Bay on Kaua‘i.

Stormwater runoff has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory, Island of Maui",2/11/2019 5:43:01 PM,2/25/2019 8:12:51 PM,Heavy rain,,,,No,Maui,Yes,Maui,"A Brown Water Advisory has been issued for the Island of Maui.

Heavy rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Kalae O'io Beach Park, O‘ahu",2/7/2019 7:58:59 PM,2/25/2019 10:20:03 PM,Rain,,,Kalae'o'io Beach Park,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Kalae'o'io Beach Park on O‘ahu.

Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Punalu'u Beach Park, O‘ahu",2/5/2019 7:14:50 PM,3/5/2019 1:16:10 AM,Rain,,,Punalu'u Beach Park,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Punalu'u Beach Park on O‘ahu.

Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory, Island of Maui",2/3/2019 10:08:36 PM,2/6/2019 8:55:36 PM,Heavy rain,,,,No,Maui,Yes,Maui,"A Brown Water Advisory has been issued for the Island of Maui.

Heavy rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Makaha Beach Park, O‘ahu",2/1/2019 11:59:31 PM,2/4/2019 11:33:56 PM,Heavy Rain,,,Makaha Beach Park,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Makaha Beach Park on O‘ahu.

Heavy Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Haleiwa-Ali'i Beach Park, O‘ahu",2/1/2019 11:59:08 PM,2/4/2019 10:18:09 PM,Heavy Rain,,,Haleiwa-Ali'i Beach Park,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Haleiwa-Ali'i Beach Park on O‘ahu.

Heavy Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Waimea Bay, O‘ahu",2/1/2019 11:58:51 PM,2/11/2019 11:09:06 PM,Heavy Rain,,,Waimea Bay,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Waimea Bay on O‘ahu.

Heavy Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Sunset Beach, O‘ahu",2/1/2019 11:58:21 PM,2/4/2019 10:18:25 PM,Heavy Rain,,,Sunset Beach,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Sunset Beach on O‘ahu.

Heavy Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Waimanalo Beach Park, O‘ahu",2/1/2019 11:58:00 PM,2/4/2019 11:27:35 PM,Heavy Rain,,,Waimanalo Beach Park,No,O‘ahu,No,Honolulu,"A Brown Water Advisory has been issued at Waimanalo Beach Park on O‘ahu.

Heavy Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at North Shore From Hookipa beach Park to Waiehu, Maui",1/31/2019 5:45:01 AM,2/3/2019 10:10:22 PM,Heavy rain,,,North Shore From Hookipa Beach Park to Waiehu,No,Maui,No,Maui,"A Brown Water Advisory has been issued at North Shore From Hookipa Beach Park to Waiehu on Maui.

Heavy rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at West Maui, Maui",1/31/2019 5:44:44 AM,2/3/2019 10:10:02 PM,Heavy rain,,,West Maui,No,Maui,No,Maui,"A Brown Water Advisory has been issued at West Maui on Maui.

Heavy rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Hilo Bay to Honolii, Hawai‘i",1/29/2019 12:43:16 AM,3/6/2019 10:41:07 PM,High winds and rough ocean conditions,,,Hilo Bay to Honolii,No,Hawai‘i,No,Hawaii,"Updated: 2/21/2019.

A Brown Water Advisory has been issued at Hilo Bay to Honolii on Hawai‘i.

High winds and rough ocean conditions have resulted in re-suspension of sediments causing turbid conditions in the coastal waters. The public is advised to stay out of turbid waters due to  the possible presence of land-based pollutants including pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated debris. Not all coastal areas may be impacted, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
Brown Water Advisory,"Brown Water Advisory at Punalu'u Beach Park, O‘ahu",1/9/2019 7:22:44 PM,1/22/2019 11:50:50 PM,Rain,,,Punalu'u Beach Park,No,O‘ahu,No,Honolulu,"Updated: 1/15/19.

A Brown Water Advisory has been issued at Punalu'u Beach Park on O‘ahu.

Rain has resulted in stormwater runoff entering into coastal waters. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer, manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. Not all coastal areas may be impacted by runoff, however, if the water is brown stay out. Continue to practice good personal hygiene and follow-up with your primary care physician if you have any health concerns.",Closed
